City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
Zurich,1’400.–,CHF 1’250.–,CHF 150.–,2,"56
m2","Allschwilerstrasse 51,",4055 Basel,"Wir vermieten im Herzen von Basel diese gemütliche und helle Stadtwohnung. 

Die Wohnung verfügt über folgenden Ausbaustandard:

- Küche mit Gasherd
- Wohn- und Schlafzimmer mit Parkett
- Nasszelle mit Badewanne
- grosse Terrasse

Haben wir Ihr Interesse geweckt? So zögern Sie nicht und vereinbaren noch heute einen Besichtigungstermin.","Balkon / Terrasse, Lift, Stromanschluss, Wasseranschluss, Abwasseranschluss","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '4', 'Wohnfläche:': '56 m2'}",https://www.immoscout24.ch/mieten/4001890752
Zurich,2’030.–,N/A,N/A,1.5,"40
m2","Kannenfeldstrasse 15,",4056 Basel,"Exklusive Design-Units in Basel – Attika Unit
Entdecken Sie modernes, urbanes Wohnen in unseren hochwertig grundmöblierten Units. Jedes Apartment besticht durch durchdachtes Design, offene Raumaufteilung und exklusive Ausstattung. Ideal für Expats, Berufspendler und Design-Liebhaber, die Komfort und Stil vereinen wollen.
Hochwertige Designermöbel
Communityspace im Erdgeschoss
Waschmaschine, Trockner und Haushaltsgeräten wie Dyson-Staubsauger zur Mitbenutzung
Kellerabteil
WLAN inkl.
Gemeinschaftsgarten
Zentral gelegen, nahe öffentlicher Verkehrsmittel
 Vereinbaren Sie noch heute einen Besichtigungstermin und finden Sie Ihr neues Zuhause in Basel.
Jetzt anfragen!
  --
Exclusive Designer Units in Basel – Sophisticated Living in the Heart of the City
Discover contemporary urban living in our high-quality, partly furnished apartments. Each unit features meticulously curated design, open layouts, and premium furnishings, perfect for expats, commuters, and design enthusiasts seeking a blend of comfort and urban design.
Premium designer furniture
Shared community space on the ground floor
Access to a communal washing machine, dryer, and Dyson vacuum
Private storage room
Free Wi-Fi
Shared garden
 Arrange a viewing today and find your new home in Basel.
 Get in touch now!
(Mietzins ab CHF 2’030.–)","Balkon / Terrasse, Geschirrspüler, Aussicht, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Loft', 'Anzahl Zimmer:': '1.5', 'Etage:': '6', 'Wohnfläche:': '40 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '1959'}",https://www.immoscout24.ch/mieten/4001658137
Zurich,1’680.–,N/A,N/A,1.5,"40
m2","Kannenfeldstrasse 15,",4056 Basel,"Exklusive Design-Units in Basel – Urban Unit
Entdecken Sie modernes, urbanes Wohnen in unseren hochwertig grundmöblierten Units. Jedes Apartment besticht durch durchdachtes Design, offene Raumaufteilung und exklusive Ausstattung. Ideal für Expats, Berufspendler und Design-Liebhaber, die Komfort und Stil vereinen wollen.
Hochwertige Designermöbel
Communityspace im Erdgeschoss
Waschmaschine, Trockner und Haushaltsgeräten wie Dyson-Staubsauger zur Mitbenutzung
Kellerabteil
WLAN inkl.
Gemeinschaftsgarten
Zentral gelegen, nahe öffentlicher Verkehrsmittel
 Vereinbaren Sie noch heute einen Besichtigungstermin und finden Sie Ihr neues Zuhause in Basel.
Jetzt anfragen!
  --
Exclusive Designer Units in Basel – Sophisticated Living in the Heart of the City
Discover contemporary urban living in our high-quality, partly furnished apartments. Each unit features meticulously curated design, open layouts, and premium furnishings, perfect for expats, commuters, and design enthusiasts seeking a blend of comfort and urban design.
Premium designer furniture
Shared community space on the ground floor
Access to a communal washing machine, dryer, and Dyson vacuum
Private storage room
Free Wi-Fi
Shared garden
 Arrange a viewing today and find your new home in Basel.
 Get in touch now!
(Mietzins ab CHF 1’680.–)","Balkon / Terrasse, Geschirrspüler, Aussicht, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1.5', 'Wohnfläche:': '40 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '1959'}",https://www.immoscout24.ch/mieten/4001453108
Zurich,1’760.–,N/A,N/A,1.5,"40
m2","Kannenfeldstrasse 15,",4056 Basel,"Exklusive Design-Units in Basel – Classic Unit
Entdecken Sie modernes, urbanes Wohnen in unseren hochwertig grundmöblierten Units. Jedes Apartment besticht durch durchdachtes Design, offene Raumaufteilung und exklusive Ausstattung. Ideal für Expats, Berufspendler und Design-Liebhaber, die Komfort und Stil vereinen wollen.
Hochwertige Designermöbel
Communityspace im Erdgeschoss
Waschmaschine, Trockner und Haushaltsgeräten wie Dyson-Staubsauger zur Mitbenutzung
Kellerabteil
WLAN inkl.
Gemeinschaftsgarten
Zentral gelegen, nahe öffentlicher Verkehrsmittel
 Vereinbaren Sie noch heute einen Besichtigungstermin und finden Sie Ihr neues Zuhause in Basel.
Jetzt anfragen!
  --
Exclusive Designer Units in Basel – Sophisticated Living in the Heart of the City
Discover contemporary urban living in our high-quality, partly furnished apartments. Each unit features meticulously curated design, open layouts, and premium furnishings, perfect for expats, commuters, and design enthusiasts seeking a blend of comfort and urban design.
Premium designer furniture
Shared community space on the ground floor
Access to a communal washing machine, dryer, and Dyson vacuum
Private storage room
Free Wi-Fi
Shared garden
 Arrange a viewing today and find your new home in Basel.
 Get in touch now!
(Mietzins ab CHF 1’760.–)","Balkon / Terrasse, Geschirrspüler, Aussicht, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Studio', 'Anzahl Zimmer:': '1.5', 'Wohnfläche:': '40 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '1959'}",https://www.immoscout24.ch/mieten/4001453106
Zurich,990.–,N/A,N/A,1,"13
m2","Metzerstrasse,",4056 Basel,"Willkommen in William, einem stilvollen Coliving-Apartment an der Metzerstrasse 12, 4056 Basel, perfekt für junge Berufstätige und Studierende. Mit drei geräumigen Zimmern wirst du das Zuhause mit zwei Mitbewohnern teilen. Die moderne Gemeinschaftsküche mit Backofen, Herd und Kühlschrank lädt zu gemeinsamen Kochabenden ein, während der Essbereich für vier Personen eine gemütliche Atmosphäre für Mahlzeiten und Gespräche bietet. Ein gemeinsames Badezimmer mit Badewanne, Toilette und Waschbecken sorgt für Komfort, ergänzt durch moderne Möbel, die das Apartment zu einem stilvollen Rückzugsort machen.Die Lage ist unschlagbar: Die Tramhaltestellen Metzerstrasse (Linien 1, 21) und Vogesenplatz (Linie 11) bringen dich schnell zum Bahnhof Basel SBB, ins Stadtzentrum oder sogar zur deutschen Grenze. Supermärkte wie Coop, Migros und Denner sind zu Fuss erreichbar, während das Stücki Shopping Center nur 10 Minuten entfernt liegt. Für Freizeit und Erholung bieten der St. Johanns-Park am Rhein sowie der Kannenfeldpark ideale Orte zum Entspannen oder für sportliche Aktivitäten. Die Universität Basel ist nur 10 Minuten entfernt, was die Wohnung besonders attraktiv für Studierende macht. Auch für junge Berufstätige ist die Lage ideal, mit schneller Anbindung an die Innenstadt und den Novartis Campus.Mit urbaner Anbindung, grünen Oasen und modernem Wohnkomfort bietet die Metzerstrasse 12 das perfekte Zuhause für eine inspirierende Coliving-Erfahrung!
Welcome to William, a stylish coliving apartment at Metzerstrasse 12, 4056 Basel, perfect for young professionals and students. The apartment has three spacious rooms, which you will share with two flatmates. The modern shared kitchen, equipped with an oven, stove, and fridge, is perfect for cooking together, while the dining area for four people creates a cozy space for meals and socializing. A shared bathroom with a bathtub, toilet, and sink, along with modern furniture, ensures a comfortable and stylish living experience.The location is unbeatable: The Metzerstrasse (Tram 1, 21) and Vogesenplatz (Tram 11) stops provide quick access to Basel SBB train station, the city center, and even the German border. Supermarkets like Coop, Migros, and Denner are within walking distance, and the Stücki Shopping Center is just 10 minutes away for shopping and daily essentials. For leisure and relaxation, St. Johanns-Park by the Rhine and Kannenfeldpark offer great spots for outdoor activities, jogging, or simply unwinding. The University of Basel is only 10 minutes away, making it a convenient choice for students. Young professionals will also appreciate the easy access to Basel’s city center and the Novartis Campus.With great urban connectivity, green spaces, and modern living comfort, Metzerstrasse 12 is the perfect home for an inspiring coliving experience!",Balkon / Terrasse,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Einzelzimmer', 'Anzahl Zimmer:': '1', 'Anzahl Badezimmer:': '1', 'Etage:': 'EG', 'Wohnfläche:': '13 m2'}",https://www.immoscout24.ch/mieten/4002005099
Zurich,1’820.–,CHF 1’565.–,CHF 255.–,3,"70
m2","Appenzellerstrasse 24,",4055 Basel,"An einer ruhigen Seitenstrasse zwischen dem Felix Platter-Spital und Helvetiaplatz befindet sich unsere attraktive Liegenschaft an kinderfreundlicher Wohnlage im schönen Iselinquartier. 
Die aktuell verfügbare Wohnung zeichnet sich durch nachfolgende Vorteile aus:
Küche mit Geschirrspüler, Glaskeramikherd und direktem Balkonzugang
kleiner Balkon zur grünen Hofseite
Bad/WC
ideale Einkaufsmöglichkeiten in nächster Nähe
gute Anbindung an den öffentlichen Verkehr
toller Kinderspielplatz auf dem Helvetiaplatz
Gemeinschaftswaschküche und Fahrradeinstellraum auf dem Zugangsgeschoss
Garagenboxen können nach Verfügbarkeit separat dazu gemietet werden.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Balkon / Terrasse, Kinderfreundlich","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '2', 'Wohnfläche:': '70 m2', 'Baujahr:': '1955'}",https://www.immoscout24.ch/mieten/4001995136
Zurich,1’800.–,CHF 1’605.–,CHF 195.–,2.5,"79
m2","Schönaustrasse 75,",4058 Basel,"Direkt an das neue Stadtquartier ""Erlenmatt"" anschliessend bietet unsere kinderfreundliche Wohnüberbauung ""Schönau"" attraktiven und lebendigen Wohnraum.
Die aktuell verfügbare Wohnung zeichnet sich durch nachfolgende Vorteile aus:
versiegelter Parkett in allen Zimmern sowie im Korridor/Eingang
zeitgemäss ausgestattete Küche mit Glaskeramikkochfeld, Geschirrspülmaschine und schöner Granitarbeitsplatte
geräumiges Badezimmer mit WC
helle Zimmer dank grosser Fenster
grüner Innenhof mit diversen Sitz- und Spielmöglichkeiten
Gemeinschaftswaschküche mit separatem Trockenraum im Untergeschoss.
Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten in Gehdistanz.
Auto-Einstellhallenplätze können nach Verfügbarkeit separat dazu gemietet werden.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Kinderfreundlich, Lift","{'Verfügbarkeit:': '16.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '1', 'Wohnfläche:': '79 m2', 'Baujahr:': '1999'}",https://www.immoscout24.ch/mieten/4001982302
Zurich,1’875.–,CHF 1’695.–,CHF 180.–,3.5,"79
m2","Hochstrasse 63,",4053 Basel,"Hinter dem Bahnhof SBB im Gundeldinger-Quartier bietet unsere moderne Liegenschaft komfortablen Wohnraum mit kurzen Distanzen zwischen Arbeiten, Wohnen, Nahversorgung, Freizeit und öffentlichem Verkehr.
Die aktuell verfügbare Wohnung zeichnet sich durch nachfolgende Vorteile aus:
durchgehender Echtholzparkett in allen Zimmern sowie im Korridor/Eingangsbereich
hochwertige, offene Küche mit Arbeitsinsel, Glaskeramikkochfeld und Geschirrspülmaschine
geräumiges Badezimmer mit Doppellavabo und eigenem Waschturm
separate Gästetoilette mit Handwaschbecken
Balkon zur Hofseite
Komfortlüftung in allen Räumen
Öffentliche Verkehrsmittel sowie gute Einkaufsmöglichkeiten befinden sich in Gehdistanz.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Balkon / Terrasse, Lift, Minergie zertifiziert, Minergie Bauweise","{'Verfügbarkeit:': '16.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Wohnfläche:': '79 m2', 'Letztes Renovationsjahr:': '2014', 'Baujahr:': '1908'}",https://www.immoscout24.ch/mieten/4001981720
Zurich,1’565.–,CHF 1’365.–,CHF 200.–,3,"64
m2","Im Rheinacker 11,",4058 Basel,"Eingebettet zwischen den Sportfeldern Rankhof, einem riesigen Familiengartenareal sowie dem Rhein befindet sich unsere gepflegte Liegenschaft an grüner und ruhiger Wohnlage.
Die aktuell verfügbare Wohnung im 4. Obergeschoss ohne Lift zeichnet sich durch nachfolgende Vorteile aus:
Küche mit Glaskeramikkochfeld, Geschirrspülmaschine und kleinem Essplatz
Badezimmer mit WC
Balkon zur Hofseite
neuer Laminat in allen Zimmer, Keramik- und Steinböden in der Küche, dem Bad und im Korridor
kontrollierte Lüftung
Zur gemeinschaftlichen Nutzung stehen auf dem Zugangsgeschoss der Liegenschaft eine Waschküche mit separatem Trockenraum sowie ein Fahrradraum zur Verfügung.
Direkt umliegende, grosszügige Grünflächen sowie die unmittelbar anschliessenden Sportfelder Rankhof bieten ideale Spiel- und Verweilmöglichkeiten.
Der Individualverkehr findet über die ca. 1 Km entfernte Autobahneinfahrt auf die A3 Richtung Zürich sowie A2 Richtung Deutschland Anschluss ans überregionale Strassennetz, mit der nur wenige Schritte entfernten Bushaltestelle ""Allmendstrasse"" garantiert auch das öffentliche Verkehrsangebot ein Höchstmass an Mobilität.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Balkon / Terrasse, Kinderfreundlich","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '4', 'Wohnfläche:': '64 m2', 'Baujahr:': '1958'}",https://www.immoscout24.ch/mieten/4001981708
Zurich,1’545.–,CHF 1’345.–,CHF 200.–,3,"64
m2","Im Rheinacker 11,",4058 Basel,"Eingebettet zwischen den Sportfeldern Rankhof, einem riesigen Familiengartenareal sowie dem Rhein befindet sich unsere gepflegte Liegenschaft an grüner und ruhiger Wohnlage.
Die aktuell verfügbare Wohnung im 3. Obergeschoss ohne Lift zeichnet sich durch nachfolgende Vorteile aus:
Küche mit Glaskeramikkochfeld, Geschirrspülmaschine und kleinem Essplatz
Badezimmer mit WC
Balkon zur Hofseite
heller Laminat in allen Zimmer, Keramik- und Steinböden in der Küche, dem Bad und im Korridor
kontrollierte Lüftung
Zur gemeinschaftlichen Nutzung stehen auf dem Zugangsgeschoss der Liegenschaft eine Waschküche mit separatem Trockenraum sowie ein Fahrradraum zur Verfügung.
Direkt umliegende, grosszügige Grünflächen sowie die unmittelbar anschliessenden Sportfelder Rankhof bieten ideale Spiel- und Verweilmöglichkeiten.
Der Individualverkehr findet über die ca. 1 Km entfernte Autobahneinfahrt auf die A3 Richtung Zürich sowie A2 Richtung Deutschland Anschluss ans überregionale Strassennetz, mit der nur wenige Schritte entfernten Bushaltestelle ""Allmendstrasse"" garantiert auch das öffentliche Verkehrsangebot ein Höchstmass an Mobilität.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Balkon / Terrasse, Kinderfreundlich","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '64 m2', 'Baujahr:': '1958'}",https://www.immoscout24.ch/mieten/4001981707
Zurich,2’770.–,CHF 2’540.–,CHF 230.–,3,"114
m2","Petersgasse 23,",4051 Basel,"Oberhalb vom Fischmarkt befindet sich unsere historische Liegenschaft aus dem Jahr 1573 an wunderschöner Lage im Zentrum der Grossbasler Innenstadt.
Die aktuell verfügbare Wohnung auf dem 2. Obergeschoss ohne Lift zeichnet sich durch nachfolgende Vorteile aus:
frisch versiegelter Parkett im Wohnzimmer und Zimmer 1
einfache Küche mit Glaskeramikkochfeld und Geschirrspülmaschine 
ca. 45m2 grosses Zimmer 2 mit kleinem Reduit 
Badezimmer mit WC 
Balkon/Loggia zur Hofseite
beste Einkaufsmöglichkeiten sowie öffentliche Verkehrsmittel in nächster Nähe
Gemeinschaftswaschküche und Fahrradraum im Untergeschoss. 
Parkplätze können nach Verfügbarkeit im ca. 400 Meter entfernten Rosshofparking separat dazu gemietet werden.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.",Altbau,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '2', 'Wohnfläche:': '114 m2', 'Baujahr:': '1573'}",https://www.immoscout24.ch/mieten/4001979774
Zurich,2’395.–,CHF 2’250.–,CHF 145.–,2,"113
m2","Rebgasse 13,",4058 Basel,"Im charmanten Altstadtteil der Kleinbasler Innenstadt befindet sich unsere Liegenschaft in unmittelbarer Nachbarschaft vom Claraplatz sowie nahe dem Rheinufer an zentraler und begehrter Wohnlage.
Im Dachgeschoss ohne Lift vermieten wir über zwei Etagen orientiert diese loftartige Maisonettewohnung mit nachfolgender Ausstattung:
versiegelter Parkett in beiden Zimmern
58 m2 grosser Wohnbereich mit offener Küche
moderne Küche mit Glaskeramikherd, Geschirrspülmaschine und grosser Arbeitsfläche
geräumiges Badezimmer mit Badewanne, WC und eigenem Waschturm
separate Dusche mit WC
Dank äusserst zentraler Wohnlage befinden sich beste Einkaufsmöglichkeiten für den täglichen Bedarf, das öffentliche Verkehrsnetz sowie noch unzähliges mehr in direkter Umgebung.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.",Altbau,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Maisonette / Duplex', 'Anzahl Zimmer:': '2', 'Etage:': '3', 'Wohnfläche:': '113 m2', 'Baujahr:': '1872'}",https://www.immoscout24.ch/mieten/4001979772
Zurich,1’770.–,CHF 1’525.–,CHF 245.–,1.5,"69
m2","Falknerstrasse 31,",4051 Basel,"Gerne vermieten wir per sofort oder nach Vereinbarung eine 1.5-Zimmerwohnung im 4. Obergeschoss im Zentrum von Basel.

Die Wohnung verfügt über:

- zentrale Lage
- abgeschlossene Küche mit Linoleum
- Schlaf- und Wohnbereich mit Parkettboden
- Badezimmer mit Plattenboden
- Waschmaschine und Tumbler zur Mitbenutzung im Treppenhaus im 3. OG
- grosszügige Dachterrasse zur alleinigen Nutzung im 5. OG

Direkt vor der Liegenschaft befindet sich die Tramhaltestelle Barfüsserplatz und in der unmittelbaren Umgebung befinden sich unzählige Einkaufs- und Verpflegungsmöglichkeiten.

Virtueller Rundgang:
https://my.matterport.com/show/?m=1rkVSakRo9S

Verlangen Sie unverbindlich weitere Auskünfte.","Balkon / Terrasse, Aussicht, Stromanschluss, Wasseranschluss, Abwasseranschluss","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1.5', 'Etage:': '4', 'Wohnfläche:': '69 m2', 'Baujahr:': '1902'}",https://www.immoscout24.ch/mieten/4001977838
Zurich,1’955.–,CHF 1’720.–,CHF 235.–,3.5,"68
m2","Landauerstrasse 23a,",4058 Basel,"Eingebettet zwischen den Sportfeldern Rankhof, einem weitläufigen Familiengartenareal sowie dem Rhein befinden sich unsere Liegenschaften an grüner und ruhiger Lage im Wohnbezirk Kleinriehen-Süd vom Hirzbrunnenquartier. 
Die bestehenden Gebäude an der Landauerstrasse  Nr. 15 - 31 wurden jeweils um zwei Stockwerke erweitert. Es entstanden neue 2½ - 4½-Zimmerwohnungen (Erstbezug) mit vielfältigen Grundrissen.
Alle Wohnungen sind auf dem Stand heutiger Komfortansprüche. Dazu gehören modern ausgestattete Küchen im frischen Design, neue Badezimmer mit Badewanne und WC sowie lichtdurchflutete Wohn- und Schlafräume mit dunklen Kunststoffbodenbelägen. Balkone oder Dachterrassen von 6 bis 20m2 erweitern den Wohnraum mit attraktiven Aussenflächen. 
Gemeinschaftswaschküchen befinden sich jeweils auf dem 2. Obergeschoss, Fahrradräume sowie die Mieterkeller im 1. Untergeschoss.
Direkt umliegende, grosszügige Grünflächen sowie die unmittelbar anschliessenden Sportfelder Rankhof bieten ideale Spiel- und Verweilmöglichkeiten für die Kleinsten.
Der Individualverkehr findet über die ca. 1 Km entfernte Autobahneinfahrt auf die A3 Richtung Zürich sowie A2 Richtung Deutschland Anschluss ans überregionale Strassennetz, mit den nur wenigen Schritte entfernten Bushaltestelle ""Allmendstrasse"" garantiert auch das öffentliche Verkehrsangebot ein Höchstmass an Mobilität.
KONDITIONEN «MIETVERTRAG PLUS»
Diese Wohnung kann auch nach dem Basler Mietmodell «Mietvertrag Plus» gemietet werden. Der Mietvertrag Plus bietet eine Vergünstigung von 20% auf der Nettomiete, wenn die Mieterschaft folgende Bedingungen erfüllt:
Wohnsitz:
Die Mieterschaft ist bei Mietbeginn seit mindestens zwei Jahren im Kanton Basel-Stadt wohnhaft.
Wohnungsbelegung:
Die Wohnung darf höchstens ein Zimmer mehr als alle im gemeinsamen Haushalt lebenden Personen aufweisen. Halbe Zimmer werden abgerundet. Ein Haushalt mit mindestens drei Personen kann sich beispielsweise auf eine 4.5-Zimmerwohnung bewerben.
Einkommensgrenze:
Das Gesamtjahreseinkommen, vor Abzügen und gemäss rechtskräftiger Steuerveranlagung aller im Haushalt angemeldeten Personen, darf das Vierfache des Bruttojahresmarktmietzinses einschliesslich Nebenkosten nicht übersteigen.
Vermögensgrenze:
Das Vermögen einer im Haushalt angemeldeten Person, gemäss rechtskräftiger Steuerveranlagung des Vorjahres, darf 30'000 Franken nicht übersteigen. Bei zwei und mehr Personen liegt die Vermögensgrenze bei 50'000 Franken.
Das Vermietungsreglement für den Mietvertrag plus finden Sie hier.
Falls Sie die Bedingungen für den Mietvertrag Plus erfüllen, kann die Wohnung zu folgenden Konditionen gemietet werden:
CHF 1'376.— Nettomiete Mietvertrag Plus
CHF    235.— Akonto Nebenkosten
CHF 1'611.— Bruttomiete Mietvertrag Plus
Die Vergünstigung von 20% gilt jeweils für ein Jahr und kann verlängert werden, sofern die Bedingungen für den Mietvertrag Plus weiterhin erfüllt sind.
Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Kontaktaufnahme.
Für einen unverbindlichen Besichtigungstermin setzen Sie sich bitte über das Kontaktformular mit uns in Verbindung.","Balkon / Terrasse, Kinderfreundlich, Lift, Neubau","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Wohnfläche:': '68 m2', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001968987
Zurich,2’240.–,CHF 1’950.–,CHF 290.–,4.5,N/A,"Felsplattenstrasse 6,",4055 Basel,"Sind Sie ein Stadt-Mensch, möchten aber nicht auf eine ruhige Wohnlage verzichten? Dann ist diese sanierte Wohnung genau das Richtige für Sie. Das Iselin Quartier zählt durch das gute Wohnumfeld und die zentrale Lage als eine beliebte Wohngegend für Singles, Paare und Familien. Das Schwimmbad Bachgraben, das Wasgenringschulhaus sowie diverse Einkaufsmöglichkeiten sind in Gehdistanz zu erreichen und selbst den Flughafen erreichen Sie in nur wenigen Fahrminuten. Was wollen Sie mehr?
Die im 2023 sanierte 4.5-Zimmer-Wohnung befindet sich im 1. Stock eines kleinen Mehrfamilienhauses mit 10 Parteien und bietet durch den offenen grosszügigen Grundriss auf 104 m2 ein aussergewönliches luftiges Raumgefühl.
Das Raumangebot der Wohnung bietet Ihnen einen grossen Eingangsbereich,  2 grosse Zimmer, eine moderne Nasszone und einen hellen Living-Bereich. Die grosse moderne Küche mit direktem Zugang zum kleinen Balkon mit Abendsonne ist mit den wichtigsten Küchengeräten der Marke Elektrolux ausgestattet und bietet Ihnen sogar Platz für einen kleinen Frühstückstisch.
Die Highlights in Kürze:
Zentrale Lage
2 Balkone mit jeweils Morgen- und Abendsonne
Klötzli-Eichenparkettböden in den Wohnräumen, Plattenboden in Küche und Badezimmer
helle Küche mit weissen Küchenfronten, Granit-Arbeitsplatte und Glaskeramikherd, Geschirrspüler, Backofen und grossem Kühlschrank mit separatem TK-Fach
modernes Badezimmer mit Badewanne und Einbauschrank
Kellerabteil
Lift
Den Grundrissplan finden Sie als PDF-Datei im Anhang.
Für Fragen oder einen Besichtigungstermin stehen wir Ihnen gerne zur Verfügung.","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Anzahl Badezimmer:': '1', 'Etage:': '1'}",https://www.immoscout24.ch/mieten/4001964245
Zurich,1’920.–,CHF 1’700.–,CHF 220.–,3.5,"86
m2","Lehenmattstrasse 216,",4052 Basel,"Diese grosszügige, lichtdurchflutete und sanierte 3.5 Zimmerwohnung verfügt über einen tollen Grundriss sowie einem sehr modernen Ausbau mit zeitgemässen Materialen.
Die helle Einbauküche bietet mit einem schönen Glaskeramikkochfeld, modernem Backofen, Kühlschrank mit separatem Tiefkühler sowie einem Dampfabzug viel Raum, um sich und seine Gäste zu verköstigen.
Das sehr geräumige Wohnzimmer, das Schlafzimmer sowie die Kinderzimmer sind mit einem schönen Parkettbodenbelag ausgestattet und verfügen über grosszügige Fensterfronten.
Die moderne Dusche/WC ist mit einem hellbraunen, sehr warmherzigen Wand- und Bodenplattenbelag ausgestattet.
Das separate WC im Gangbereich ist mit denselben Materialien ausgestattet und bietet sich als Gästetoillette hervorragend an.
Der geräumige Vorplatz, welcher zu den Schlaf- und Kinderzimmern separat unterteilt ist, verfügt über einen crémefarbenen Bodenplattenbelag. Beim hinteren Vorplatz gibt es zudem einen grossen Einbauschrank, welcher viel Stauraum bietet.
Ein Lift sowie ein persönliches Kellerabteil sind vorhanden.
Eine Waschküche zur gemeinsamen Nutzung ist gegeben.
Im Trockenraum gibt es zudem einen Secomaten.
Es besteht die Möglichkeit, einen Einstellhallenplatz hinzu zu mieten.
Die Liegenschaft wurde im Jahr 2019 einer Totalsanierung unterzogen.
Bitte beachten Sie, dass es sich bei den Bildern um Referenzbilder handelt und etwas abweichen können.
Haben wir Ihr Interesse geweckt ? Wir freuen uns auf Ihre Kontaktaufnahme.","Balkon / Terrasse, Geschirrspüler, Kabel-TV, Aussicht, Ruhige Lage, Kinderfreundlich, Parkplatz, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '1', 'Wohnfläche:': '86 m2', 'Letztes Renovationsjahr:': '2019', 'Baujahr:': '1970'}",https://www.immoscout24.ch/mieten/4001945303
